,satisfaction_level,average_montly_hours,promotion_last_5years,high,low,medium,0
7772,0.6,145,0,0,1,0,
11127,0.71,148,0,0,0,1,
8298,0.92,252,0,0,0,1,
2041,0.98,240,0,0,1,0,0.0
859,0.1,270,0,0,1,0,1.0
14821,0.09,256,0,0,0,1,
2650,0.4,139,0,0,0,1,0.0
12622,0.1,247,0,0,0,1,
4524,0.78,180,0,0,1,0,
12541,0.81,254,0,0,1,0,
9451,0.96,178,0,0,1,0,
12044,0.09,276,0,0,1,0,
10108,0.82,238,0,0,1,0,
6771,0.51,257,0,0,1,0,
14062,0.2,196,0,0,1,0,
170,0.81,259,0,0,1,0,0.0
4111,0.13,225,0,0,0,1,0.0
11288,0.69,174,0,0,0,1,
7572,0.62,163,0,1,0,0,
11788,0.82,227,0,1,0,0,
738,0.11,257,0,0,0,1,0.0
1056,0.45,143,0,0,1,0,0.0
10665,0.93,140,0,0,0,1,
2490,0.69,265,0,1,0,0,0.0
4093,0.69,266,0,0,1,0,0.0
3021,0.75,135,0,0,1,0,0.0
13660,0.5,267,0,1,0,0,
7885,0.72,265,0,1,0,0,
12805,0.78,139,0,0,1,0,
26,0.82,239,0,0,1,0,0.0
9939,0.89,278,0,0,0,1,
7329,0.73,146,0,0,0,1,
14793,0.74,242,0,0,0,1,
10939,0.52,233,1,0,0,1,
14281,0.74,277,0,0,0,1,
1658,0.81,230,0,0,1,0,0.0
12340,0.09,308,0,0,0,1,
4304,0.95,253,0,0,1,0,0.0
2911,0.19,226,0,0,0,1,0.0
13308,0.57,188,0,0,0,1,
14255,0.09,276,0,0,1,0,
5531,0.53,143,1,0,1,0,
3419,0.79,205,0,0,0,1,0.0
5107,0.56,185,0,0,0,1,
4365,0.6,270,0,0,1,0,1.0
167,0.31,132,0,0,1,0,0.0
11841,0.57,111,0,1,0,0,
5774,0.95,246,0,0,1,0,
10248,0.94,166,0,0,0,1,
13838,0.97,238,0,0,0,1,
3144,0.5,255,0,0,0,1,0.0
5405,0.54,203,0,0,0,1,
5958,0.97,208,0,0,0,1,
10460,1.0,230,0,0,1,0,
4738,0.68,263,1,0,0,1,
5561,0.28,102,0,1,0,0,
5477,0.57,159,0,0,0,1,
5617,0.81,140,0,1,0,0,
13065,0.59,182,0,0,0,1,
6772,0.54,196,0,0,1,0,
9060,0.8,186,0,0,1,0,
5027,0.76,245,0,0,0,1,
11128,0.96,147,0,0,0,1,
1615,0.1,307,0,0,1,0,0.0
4292,0.5,269,0,0,1,0,0.0
323,0.11,287,0,0,1,0,0.0
10269,0.66,228,0,0,1,0,
13871,0.52,208,0,0,1,0,
7155,0.56,193,0,0,1,0,
7627,0.58,182,0,0,1,0,
4278,0.83,217,0,1,0,0,0.0
14481,0.44,127,0,0,0,1,
9544,0.57,149,0,0,0,1,
4588,0.94,230,0,1,0,0,
14960,0.82,257,0,0,1,0,
9327,0.95,213,0,0,1,0,
11766,0.76,192,0,0,1,0,
180,0.4,146,0,0,0,1,0.0
14975,0.1,310,0,0,0,1,
1618,0.88,254,0,0,1,0,0.0
3753,0.48,236,0,0,1,0,0.0
1511,0.4,156,0,0,0,1,1.0
3446,0.67,212,0,0,1,0,1.0
13733,0.5,266,0,0,0,1,
14428,0.9,245,0,0,1,0,
11662,0.7,162,0,1,0,0,
5886,0.82,199,0,0,1,0,
11048,0.29,105,0,0,0,1,
538,0.87,261,0,0,0,1,0.0
863,0.39,146,0,0,1,0,0.0
3979,0.15,176,0,0,1,0,0.0
11596,0.59,197,0,0,0,1,
1450,0.78,260,0,0,1,0,0.0
5458,0.58,249,0,0,1,0,
1006,0.4,151,0,0,0,1,0.0
10243,1.0,105,0,0,0,1,
2330,0.3,129,0,0,0,1,0.0
14738,0.09,289,0,0,1,0,
12159,0.45,132,0,0,1,0,
14530,0.4,130,0,0,1,0,
11720,0.31,150,0,0,0,1,
1242,0.1,297,0,1,0,0,0.0
7801,0.73,199,0,0,0,1,
10023,0.61,252,0,0,1,0,
14315,0.43,158,0,0,0,1,
10760,0.59,257,0,0,1,0,
4796,0.69,205,0,0,1,0,
3069,0.98,198,0,0,0,1,1.0
1364,0.41,147,0,0,0,1,1.0
2675,0.87,214,0,0,0,1,0.0
4383,0.19,149,0,0,0,1,0.0
13464,0.94,273,0,1,0,0,
12946,0.86,245,0,1,0,0,
10295,0.67,226,0,0,1,0,
14627,0.82,229,0,0,0,1,
14511,0.45,151,0,0,0,1,
6249,0.6,211,0,0,0,1,
1706,0.41,133,0,0,0,1,0.0
8182,0.89,269,0,0,0,1,
6658,0.95,153,0,0,1,0,
10984,0.99,163,0,0,0,1,
14876,0.1,306,0,0,1,0,
3130,0.17,250,0,0,1,0,0.0
471,0.44,149,0,0,1,0,0.0
11538,0.17,224,0,0,0,1,
9096,0.83,223,0,0,1,0,
8944,0.55,214,0,0,1,0,
11080,0.48,271,0,0,0,1,
9386,0.78,271,0,0,0,1,
1267,0.42,158,0,0,1,0,1.0
5675,0.95,212,0,0,0,1,
7388,0.58,139,0,1,0,0,
11468,0.59,166,0,0,1,0,
3631,0.39,190,0,0,1,0,0.0
6478,0.59,240,0,0,0,1,
7201,0.74,267,0,0,1,0,
9555,0.76,147,0,0,1,0,
12063,0.36,132,0,0,0,1,
9342,0.92,258,0,0,0,1,
13869,0.66,161,0,0,1,0,
8878,0.66,236,0,1,0,0,
10419,0.63,162,0,0,1,0,
4480,0.51,212,0,0,1,0,0.0
3285,0.51,164,0,0,1,0,0.0
8303,0.91,224,0,0,0,1,
12278,0.09,254,0,0,1,0,
8626,0.51,187,0,0,1,0,
2938,0.52,210,0,0,1,0,0.0
11012,0.95,243,0,0,0,1,
3239,0.83,257,0,0,1,0,0.0
9319,0.89,260,0,0,1,0,
14406,0.09,304,0,0,1,0,
14694,0.42,143,0,0,1,0,
250,0.79,261,0,0,1,0,1.0
10958,0.88,244,0,0,1,0,
3501,0.65,282,0,0,0,1,0.0
14379,0.32,135,0,0,1,0,
10079,0.64,143,0,0,0,1,
2596,0.76,189,0,0,0,1,0.0
179,0.11,308,0,0,0,1,0.0
1231,0.11,250,0,0,0,1,0.0
6695,0.95,215,0,0,1,0,
6317,0.42,209,0,0,1,0,
12328,0.1,266,0,0,1,0,
3284,0.85,181,0,0,1,0,0.0
2147,0.65,223,0,0,1,0,0.0
6500,0.4,250,0,0,1,0,
11167,0.55,194,0,0,0,1,
4517,0.25,218,0,0,1,0,
6782,0.66,271,0,0,1,0,
6482,0.48,248,0,0,0,1,
6209,0.48,221,0,0,0,1,
671,0.11,264,0,0,1,0,0.0
14672,0.43,137,0,0,0,1,
5193,0.74,170,0,0,1,0,
8241,0.85,167,0,0,1,0,
2005,0.36,206,0,0,1,0,0.0
12953,0.55,201,0,0,0,1,
1390,0.11,244,0,0,0,1,0.0
1990,0.42,137,0,0,1,0,0.0
12097,0.1,279,0,0,1,0,
7324,0.89,260,0,0,1,0,
7199,0.66,270,0,0,1,0,
3438,0.74,167,0,0,1,0,0.0
4853,0.68,243,0,0,0,1,
13586,1.0,167,0,0,0,1,
11264,0.58,154,0,1,0,0,
11612,0.58,207,0,0,1,0,
13563,0.51,229,0,0,1,0,
44,0.09,276,0,0,1,0,0.0
4925,0.87,211,0,0,0,1,
10186,0.75,154,0,0,1,0,
11729,0.93,231,1,1,0,0,
5268,0.84,216,0,0,1,0,
5148,0.55,197,0,0,1,0,
6220,0.69,207,0,0,0,1,
14445,0.48,270,0,0,1,0,
11371,0.94,151,0,0,1,0,
10935,0.8,271,1,0,0,1,
9198,0.91,169,0,0,1,0,
9267,0.57,255,0,0,0,1,
2599,0.48,179,0,0,0,1,0.0
2844,0.92,265,0,0,0,1,0.0
7710,0.66,256,0,0,1,0,
479,0.11,277,0,0,1,0,0.0
509,0.37,155,0,0,1,0,0.0
13043,0.47,111,0,0,0,1,
8823,0.75,181,0,0,1,0,
1975,0.46,138,0,0,0,1,0.0
1331,0.09,297,0,0,1,0,0.0
13843,0.72,184,0,1,0,0,
13884,0.93,188,0,1,0,0,
4192,0.37,285,0,0,0,1,1.0
6594,0.98,259,0,1,0,0,
11659,0.15,280,0,1,0,0,
12079,0.39,142,0,0,1,0,
1377,0.11,273,0,0,1,0,1.0
4551,0.53,237,1,0,0,1,
10065,0.65,182,0,0,1,0,
2865,0.58,260,0,0,1,0,0.0
11895,0.6,109,0,0,1,0,
8376,0.71,132,0,0,0,1,
9200,0.96,197,0,0,1,0,
7160,0.46,135,0,0,1,0,
13317,0.68,173,0,1,0,0,
12132,0.9,221,0,0,1,0,
2492,0.62,143,0,0,0,1,0.0
1643,0.09,295,0,0,1,0,0.0
9494,0.77,254,0,0,0,1,
11206,1.0,194,0,0,0,1,
10840,0.63,180,0,0,1,0,
7245,0.75,150,0,0,1,0,
2258,0.99,176,0,0,0,1,0.0
4433,0.54,195,0,0,0,1,0.0
7946,0.73,133,0,0,1,0,
7752,0.13,132,0,0,0,1,
11834,0.53,164,0,0,0,1,
2153,0.8,163,0,0,1,0,0.0
3167,0.86,219,0,0,0,1,0.0
676,0.11,270,0,0,1,0,0.0
10012,0.86,199,0,0,0,1,
13885,0.95,199,0,0,0,1,
8515,0.84,163,0,0,1,0,
11345,0.8,178,0,0,1,0,
12342,0.9,232,0,0,0,1,
5763,0.96,230,0,0,1,0,
14198,0.19,229,0,0,0,1,
13995,0.72,189,0,1,0,0,
7370,0.84,171,0,0,0,1,
6597,0.9,239,0,0,0,1,
1561,0.11,290,0,0,1,0,0.0
5758,0.71,246,0,0,1,0,
12254,0.6,258,0,0,1,0,
5135,0.61,222,0,0,0,1,
4202,0.13,194,0,0,0,1,0.0
8748,0.21,169,0,0,0,1,
6281,0.76,266,0,0,1,0,
12895,0.44,230,0,0,1,0,
6210,0.98,183,0,0,0,1,
8608,0.67,190,0,0,0,1,
2209,0.5,172,0,0,0,1,0.0
11805,0.44,175,0,0,1,0,
11902,0.93,255,0,0,0,1,
1339,0.89,221,0,0,1,0,0.0
4914,0.74,141,0,0,1,0,
11716,0.77,202,0,0,0,1,
13664,0.74,206,0,1,0,0,
1,0.8,262,0,0,0,1,0.0
9782,0.51,137,0,0,0,1,
3891,0.58,248,0,1,0,0,1.0
5634,0.23,214,0,1,0,0,
7818,0.76,279,0,0,0,1,
9941,0.96,157,0,0,0,1,
7756,0.61,209,0,0,0,1,
12738,0.11,257,0,0,0,1,
4518,0.53,231,0,0,1,0,
1036,0.46,158,0,0,0,1,0.0
10072,0.75,222,0,1,0,0,
943,0.81,235,0,0,1,0,0.0
4509,0.55,162,1,1,0,0,
3132,0.5,148,0,0,1,0,1.0
5646,0.84,194,0,0,1,0,
6814,0.88,216,0,0,1,0,
14991,0.09,257,0,0,1,0,
8755,0.95,224,0,0,0,1,
10752,0.94,145,0,0,0,1,
8239,0.97,173,0,0,1,0,
5226,0.93,183,0,0,1,0,
2690,0.75,98,0,0,0,1,0.0
9843,0.52,243,0,1,0,0,
4230,0.77,200,0,0,0,1,0.0
10565,0.85,188,0,0,1,0,
2126,0.73,162,0,0,1,0,0.0
8068,0.77,274,0,0,0,1,
1361,0.75,272,0,0,0,1,0.0
12799,0.81,213,0,0,0,1,
12710,0.64,252,0,0,1,0,
7509,0.39,152,0,0,1,0,
7327,0.61,244,0,0,0,1,
7830,0.99,243,0,0,0,1,
8552,0.2,149,0,0,1,0,
12404,0.76,245,0,0,1,0,
14495,0.38,144,0,0,1,0,
245,0.45,155,0,0,1,0,1.0
8069,0.74,229,0,0,0,1,
3663,0.24,172,0,1,0,0,1.0
1274,0.45,131,0,0,0,1,0.0
11381,0.37,121,0,0,1,0,
8322,0.55,166,0,0,1,0,
12405,0.47,254,0,0,1,0,
14223,0.84,234,0,0,1,0,
12122,0.75,216,0,0,1,0,
1579,0.65,181,0,0,1,0,0.0
11226,0.57,227,0,0,1,0,
9811,0.84,245,0,0,0,1,
12724,0.45,146,0,0,0,1,
769,0.42,141,0,0,0,1,0.0
10232,0.32,179,0,0,0,1,
9590,0.69,241,0,0,0,1,
8806,0.31,177,0,0,0,1,
11498,0.56,264,0,0,1,0,
8200,0.21,253,0,0,1,0,
4810,0.78,264,0,0,0,1,
1068,0.74,223,0,0,1,0,0.0
13672,0.57,250,1,0,1,0,
4498,0.85,143,0,0,0,1,0.0
7672,0.73,186,0,0,1,0,
3885,0.92,149,0,0,0,1,0.0
1398,0.39,156,0,1,0,0,0.0
232,0.11,244,0,0,1,0,0.0
557,0.43,157,0,0,1,0,0.0
11962,0.92,104,0,0,1,0,
5321,0.83,246,0,0,0,1,
10544,0.61,198,0,0,0,1,
8601,0.56,273,0,0,1,0,
13420,0.38,188,0,0,0,1,
10398,0.96,194,0,0,0,1,
12248,0.87,228,0,0,1,0,
3124,0.48,181,0,0,1,0,0.0
8737,0.74,155,0,0,0,1,
4936,0.68,152,0,0,1,0,
11104,0.85,232,0,1,0,0,
2077,0.74,236,0,0,1,0,0.0
14597,0.1,298,0,0,0,1,
8645,0.79,259,0,0,0,1,
14942,0.2,135,0,0,1,0,
3961,0.93,201,0,0,0,1,0.0
14948,0.37,158,0,0,1,0,
11633,0.77,269,0,1,0,0,
6907,0.69,217,0,0,0,1,
10463,0.21,249,0,0,1,0,
12492,0.11,244,0,0,0,1,
3393,0.71,186,0,0,1,0,0.0
165,0.11,296,0,0,1,0,0.0
12420,0.09,268,0,0,0,1,
10574,0.97,268,0,0,1,0,
1342,0.36,131,0,0,1,0,0.0
6895,0.69,128,0,0,0,1,
7539,0.61,111,0,0,0,1,
8572,0.87,172,0,0,0,1,
14114,0.96,253,0,0,0,1,
12056,0.11,255,0,0,1,0,
6272,0.57,162,0,0,1,0,
486,0.38,135,0,0,1,0,0.0
7598,0.72,184,0,0,1,0,
583,0.44,145,0,0,0,1,0.0
7553,0.84,263,0,0,1,0,
3480,0.87,154,0,0,1,0,0.0
10990,0.78,143,0,0,1,0,
5144,0.4,198,0,0,1,0,
5279,0.62,198,0,0,0,1,
12256,0.11,266,0,0,0,1,
9726,0.63,202,0,0,1,0,
8128,0.96,260,0,0,1,0,
10712,0.96,166,0,0,0,1,
6527,0.93,145,0,0,0,1,
6938,0.89,235,0,0,1,0,
4646,0.8,141,0,0,0,1,
3850,0.76,225,0,0,0,1,0.0
3297,0.61,143,0,0,0,1,0.0
6553,0.8,144,0,1,0,0,
2261,0.83,259,0,0,0,1,0.0
767,0.44,127,0,0,0,1,0.0
10881,0.5,137,0,0,1,0,
4669,0.94,156,0,0,0,1,
1545,0.1,310,0,0,0,1,0.0
8571,0.86,166,0,0,0,1,
2773,0.63,248,0,0,1,0,0.0
9721,0.86,215,0,0,1,0,
4949,0.76,181,0,0,1,0,
5751,0.35,182,0,1,0,0,
13008,0.73,200,0,0,0,1,
8652,0.81,232,0,0,0,1,
12900,0.89,275,0,0,0,1,
7480,0.65,238,0,1,0,0,
11912,0.91,241,0,0,0,1,
8828,0.93,204,0,0,0,1,
566,0.11,310,0,0,1,0,0.0
2447,0.48,201,0,0,0,1,0.0
7280,0.61,157,0,0,1,0,
10025,0.42,150,0,0,1,0,
13897,0.36,167,0,0,1,0,
6179,0.63,141,0,0,0,1,
9677,0.88,248,0,0,0,1,
11593,0.65,172,0,0,0,1,
5395,0.83,259,0,0,0,1,
7811,0.94,160,0,0,1,0,
8932,0.74,183,0,0,0,1,
12577,0.57,275,0,0,0,1,
12810,0.97,207,0,0,1,0,
14336,0.11,260,0,0,1,0,
6410,0.85,168,0,0,0,1,
14402,0.92,226,0,0,0,1,
8859,0.69,152,0,0,0,1,
2945,0.72,197,0,0,1,0,0.0
5409,0.53,151,0,0,1,0,
9166,0.84,98,0,0,1,0,
6292,0.2,217,0,0,0,1,
14764,0.79,257,0,0,1,0,
12065,0.81,161,0,0,0,1,
3265,0.66,183,0,0,0,1,0.0
9642,0.51,242,0,0,1,0,
13974,0.59,138,0,0,1,0,
14860,0.46,156,0,0,0,1,
14742,0.37,131,0,0,0,1,
6199,0.81,271,0,0,1,0,
2426,0.65,141,0,0,1,0,0.0
6730,0.17,286,0,0,1,0,
1967,0.41,143,0,0,1,0,1.0
4546,0.71,133,1,0,0,1,
189,0.44,156,0,1,0,0,0.0
10502,0.58,185,0,0,1,0,
10558,0.99,163,0,0,0,1,
9724,0.69,233,0,0,1,0,
726,0.45,153,0,0,0,1,0.0
2769,0.76,122,0,0,1,0,1.0
5047,0.93,184,0,0,0,1,
2595,0.9,207,0,0,0,1,0.0
10633,0.19,241,0,1,0,0,
6332,0.98,253,0,0,0,1,
7742,0.89,152,0,0,1,0,
12232,0.11,244,0,0,1,0,
9747,0.96,179,0,1,0,0,
9566,0.93,158,0,0,1,0,
4774,0.41,182,0,0,0,1,
5980,0.65,243,0,0,0,1,
3846,0.79,271,0,0,0,1,0.0
7263,0.72,192,0,0,0,1,
6832,0.76,250,0,0,0,1,
14797,0.46,152,0,0,1,0,
14730,0.39,129,0,0,1,0,
12928,0.71,143,0,0,0,1,
5702,1.0,257,0,0,0,1,
6797,0.13,227,0,0,0,1,
14352,0.45,155,0,0,1,0,
6564,0.88,201,0,1,0,0,
3392,0.81,219,0,0,0,1,0.0
8075,0.69,246,0,0,0,1,
2815,0.93,143,0,0,1,0,0.0
4029,0.61,261,0,0,1,0,0.0
9309,0.5,155,0,0,0,1,
11306,0.26,184,0,0,1,0,
198,0.1,285,0,0,1,0,0.0
7575,0.17,257,0,0,0,1,
12312,0.4,139,0,0,1,0,
7917,0.7,204,0,0,0,1,
10132,0.14,115,0,0,0,1,
5846,0.72,264,0,0,1,0,
8773,0.97,134,0,1,0,0,
4479,0.54,205,0,0,1,0,0.0
9156,0.52,181,0,0,0,1,
2585,0.79,233,0,0,1,0,0.0
2187,0.42,122,0,0,1,0,0.0
12792,0.75,217,0,0,0,1,
938,0.1,246,0,0,1,0,0.0
2727,0.15,140,0,0,0,1,0.0
14097,0.86,186,0,0,1,0,
11224,0.71,188,0,0,1,0,
12146,0.76,239,0,0,1,0,
12173,0.1,284,0,0,1,0,
9530,0.55,257,0,0,1,0,
5299,0.6,216,0,0,1,0,
8803,0.6,219,0,0,0,1,
6957,0.96,111,0,1,0,0,
602,0.1,250,0,0,1,0,0.0
2926,0.82,139,0,0,1,0,0.0
6876,0.79,144,0,0,0,1,
5971,0.78,132,0,0,0,1,
1901,0.46,147,0,0,0,1,0.0
12597,0.11,263,0,0,1,0,
12041,0.45,158,0,0,1,0,
2353,0.89,164,0,0,1,0,1.0
9773,0.83,233,0,0,0,1,
7701,0.8,209,0,0,1,0,
12780,0.44,271,0,0,1,0,
804,0.81,266,0,0,0,1,0.0
9400,0.61,142,0,0,0,1,
3300,0.73,190,0,0,0,1,0.0
7146,0.5,184,0,1,0,0,
7079,0.38,160,0,1,0,0,
8649,0.58,178,0,0,0,1,
10716,0.98,165,0,0,0,1,
14644,0.87,264,0,0,1,0,
7615,0.9,222,0,0,0,1,
13915,0.94,191,0,1,0,0,
6897,0.87,260,0,0,0,1,
9794,0.78,102,0,0,1,0,
2536,0.61,271,0,0,1,0,0.0
478,0.76,227,0,0,1,0,0.0
9019,0.24,160,0,0,1,0,
6835,0.8,171,0,0,1,0,
11761,0.88,273,0,0,0,1,
4012,0.5,223,0,0,1,0,0.0
12752,0.37,129,0,0,1,0,
6351,0.98,154,0,0,1,0,
13579,0.56,270,0,0,0,1,
2364,0.84,160,0,0,0,1,0.0
9638,0.68,161,0,0,1,0,
12494,0.84,218,0,0,0,1,
14828,0.83,251,0,0,0,1,
8881,0.99,154,0,0,0,1,
6420,0.68,270,0,0,1,0,
6921,0.15,249,0,1,0,0,
11896,0.72,143,0,0,1,0,
11471,0.84,209,0,0,1,0,
4308,0.7,239,0,0,0,1,0.0
12286,0.11,306,0,0,1,0,
9107,0.58,226,0,0,1,0,
14691,0.37,151,0,0,1,0,
6995,0.18,202,0,0,0,1,
3907,1.0,243,0,0,1,0,0.0
8204,0.77,192,0,0,1,0,
5232,0.32,162,0,0,1,0,
386,0.1,298,0,0,0,1,0.0
5205,0.83,165,0,0,0,1,
4069,0.83,232,0,0,1,0,0.0
751,0.46,138,1,0,1,0,0.0
9820,0.96,211,0,0,1,0,
13063,0.84,245,0,0,1,0,
106,0.91,257,0,0,0,1,0.0
8640,0.34,131,0,0,1,0,
978,0.39,156,0,0,1,0,0.0
14776,0.79,294,0,0,1,0,
12203,0.1,256,0,0,1,0,
3889,0.76,248,0,0,0,1,0.0
1137,0.87,262,0,0,1,0,0.0
8641,0.54,206,0,0,1,0,
13228,0.73,233,0,0,0,1,
7889,0.64,265,0,0,1,0,
14250,0.41,152,0,0,1,0,
2740,0.32,194,0,0,1,0,1.0
5221,0.75,284,0,0,1,0,
14700,0.76,206,0,0,0,1,
14687,0.11,271,0,0,1,0,
8975,0.88,181,0,0,1,0,
6643,0.81,187,0,0,1,0,
3076,0.56,243,0,0,1,0,0.0
2007,0.99,136,0,0,1,0,0.0
12101,0.36,147,0,0,0,1,
6519,0.91,159,0,0,0,1,
4897,0.85,164,0,0,0,1,
10700,0.52,171,0,0,0,1,
10020,0.5,96,0,0,1,0,
9134,0.91,212,0,0,1,0,
10402,0.99,274,0,0,1,0,
331,0.11,302,0,0,1,0,0.0
8043,0.49,266,0,0,1,0,
14490,0.82,233,0,0,1,0,
13147,0.78,143,1,0,0,1,
3677,0.83,156,0,0,1,0,0.0
2453,0.51,234,0,0,0,1,0.0
11905,0.21,285,0,0,0,1,
610,0.09,256,0,0,0,1,0.0
9085,0.86,265,0,0,1,0,
5956,0.74,221,0,0,1,0,
14176,0.84,236,0,0,1,0,
11456,0.19,157,0,0,1,0,
6972,0.49,163,0,0,0,1,
856,0.1,273,0,0,0,1,0.0
14417,0.77,228,0,0,1,0,
2503,0.61,251,0,0,1,0,0.0
5347,0.77,224,0,0,1,0,
3736,0.66,204,0,0,1,0,0.0
6433,0.7,180,0,0,0,1,
8750,0.38,215,0,0,0,1,
9287,0.81,273,0,0,1,0,
579,0.39,159,0,1,0,0,0.0
14753,0.77,236,0,0,0,1,
9114,0.83,242,0,0,0,1,
13817,0.56,106,0,1,0,0,
2135,0.64,213,0,0,0,1,0.0
14201,0.49,212,0,0,0,1,
2558,0.53,248,0,0,0,1,0.0
3749,0.55,256,0,0,1,0,0.0
10857,0.6,220,1,0,0,1,
12013,0.41,148,0,0,1,0,
2101,1.0,220,0,0,1,0,0.0
9777,0.78,216,0,0,0,1,
4060,0.63,177,0,0,1,0,0.0
9014,0.92,217,0,0,1,0,
2295,1.0,161,0,1,0,0,0.0
1606,0.89,178,0,0,1,0,0.0
14568,0.37,149,0,0,1,0,
5494,0.93,167,0,0,0,1,
10281,0.4,169,0,0,0,1,
11244,0.82,164,0,1,0,0,
8467,0.98,142,0,0,0,1,
12055,0.37,140,0,0,1,0,
1384,0.11,279,0,0,1,0,0.0
12857,0.53,241,0,0,1,0,
2630,0.81,239,0,0,1,0,0.0
2096,0.86,256,0,0,0,1,0.0
1614,0.43,130,0,0,1,0,1.0
5476,0.83,139,0,0,0,1,
7017,0.52,212,0,0,0,1,
2941,0.67,102,0,0,1,0,0.0
12264,0.42,139,0,0,0,1,
13465,0.24,144,0,0,1,0,
1530,0.83,249,0,0,1,0,0.0
11711,0.82,215,0,1,0,0,
5599,0.2,264,0,0,0,1,
13573,0.43,124,0,0,0,1,
12836,0.54,166,0,0,0,1,
4705,0.81,143,0,0,1,0,
1864,0.37,154,0,0,0,1,0.0
11337,0.65,170,0,0,1,0,
1291,0.1,272,0,0,1,0,1.0
8623,0.58,194,0,0,0,1,
4215,0.25,271,0,0,1,0,1.0
12862,0.13,219,0,0,1,0,
5223,0.71,189,0,1,0,0,
7065,0.53,267,0,0,0,1,
14234,0.46,139,0,0,1,0,
13277,0.7,263,0,0,1,0,
5024,0.61,165,0,0,1,0,
7292,0.79,253,0,0,0,1,
7922,0.48,185,0,0,0,1,
8159,0.89,190,0,0,0,1,
5233,0.48,163,0,0,1,0,
12652,0.09,290,0,0,0,1,
8102,0.71,199,0,0,1,0,
3041,0.72,244,0,0,0,1,0.0
4539,0.85,261,1,0,0,1,
8599,0.42,190,0,0,1,0,
9484,0.75,246,0,0,1,0,
4200,0.5,165,0,1,0,0,0.0
3868,0.49,133,0,0,1,0,1.0
10255,0.7,173,0,0,0,1,
13113,0.76,176,0,0,0,1,
6059,0.7,185,0,0,0,1,
5781,0.76,154,0,0,0,1,
1260,0.09,260,0,0,1,0,0.0
5095,0.73,155,0,1,0,0,
5427,0.68,135,0,0,0,1,
9817,0.56,254,0,1,0,0,
9845,0.69,259,0,0,0,1,
11970,0.14,115,0,1,0,0,
12706,0.79,226,0,0,1,0,
9028,0.52,162,0,0,1,0,
9672,0.94,150,0,0,1,0,
11968,0.8,146,0,0,1,0,
9520,0.54,175,0,0,1,0,
11097,0.57,188,0,0,0,1,
11998,0.33,172,1,1,0,0,
499,0.89,181,0,0,0,1,0.0
14073,0.92,261,0,0,0,1,
9310,0.81,162,0,0,0,1,
1663,0.37,130,0,0,0,1,1.0
14560,0.4,149,0,0,0,1,
10997,0.51,140,0,0,1,0,
10045,0.78,158,0,0,0,1,
265,0.84,251,0,0,0,1,0.0
3150,0.88,245,0,0,0,1,0.0
11732,0.24,141,0,0,1,0,
2572,0.67,156,0,0,0,1,0.0
1573,0.11,307,0,0,1,0,1.0
5259,0.92,263,0,0,1,0,
9218,0.73,199,0,0,0,1,
2659,0.7,178,0,0,1,0,0.0
7983,0.68,209,0,0,1,0,
6156,0.94,159,0,0,1,0,
9746,0.96,156,0,1,0,0,
1207,0.81,237,0,0,0,1,0.0
11856,0.81,268,0,0,1,0,
10736,0.87,173,0,0,1,0,
11064,0.59,169,0,0,1,0,
533,0.43,136,0,0,0,1,0.0
293,0.11,308,0,0,1,0,0.0
5789,0.75,272,0,0,0,1,
3723,0.48,152,0,0,0,1,1.0
4214,0.86,153,0,0,1,0,0.0
13837,0.34,155,0,0,0,1,
1380,0.87,253,0,0,1,0,0.0
4526,0.92,228,0,0,1,0,
9127,0.76,244,0,0,1,0,
13377,0.48,274,0,0,0,1,
4899,0.92,244,0,1,0,0,
8651,0.17,205,0,0,0,1,
9163,0.79,250,0,0,0,1,
6329,0.95,233,0,0,0,1,
2392,0.19,226,0,0,1,0,0.0
1304,0.89,242,0,0,1,0,0.0
13518,0.72,243,0,0,1,0,
3398,0.64,238,0,0,1,0,1.0
14256,0.84,182,0,0,1,0,
9294,0.35,151,0,0,0,1,
11900,0.83,222,0,0,0,1,
9189,0.97,258,0,0,0,1,
10127,0.89,166,0,0,0,1,
6492,0.64,217,0,1,0,0,
10701,0.22,148,0,0,0,1,
13427,0.5,163,1,0,0,1,
5914,0.97,168,0,0,1,0,
10188,0.87,213,0,0,1,0,
6459,0.16,143,0,0,1,0,
10877,0.52,217,0,0,1,0,
13792,0.57,204,0,0,1,0,
11174,0.61,286,0,0,0,1,
10758,0.51,261,0,0,1,0,
11701,0.53,163,0,0,1,0,
6345,0.69,214,0,0,1,0,
3135,0.73,142,0,0,1,0,0.0
2642,0.85,145,0,0,0,1,0.0
9895,0.89,167,0,0,0,1,
2129,0.56,213,0,0,0,1,1.0
9649,0.47,172,0,0,1,0,
2989,0.44,117,0,0,0,1,0.0
37,0.45,126,0,0,1,0,0.0
2062,0.72,240,0,0,1,0,0.0
7789,0.77,271,0,0,1,0,
9176,0.17,184,0,0,1,0,
1788,0.42,146,0,1,0,0,0.0
10629,0.38,196,0,0,0,1,
1435,0.43,146,0,0,0,1,1.0
13676,0.55,178,1,0,1,0,
3693,0.59,141,0,0,0,1,0.0
11625,0.68,250,0,0,0,1,
8990,0.75,199,0,0,1,0,
7354,0.9,162,0,0,0,1,
4126,0.14,260,0,1,0,0,0.0
12054,0.1,307,0,0,1,0,
1600,0.11,296,0,0,1,0,0.0
8928,0.56,137,0,1,0,0,
